,INDICATOR_ID,INDICATOR_LABEL_EN
867,MATH.LOWERSEC.NPIA,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, adjusted native parity index (NPIA)"
868,MATH.LOWERSEC.RURAL,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, rural areas, both sexes (%)"
869,MATH.LOWERSEC.URBAN,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, urban areas, both sexes (%)"
870,MATH.LOWERSEC.WPIA,"Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics, adjusted wealth parity index (WPIA)"
871,MATH.PRIMARY,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)"
872,MATH.PRIMARY.F,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, female (%)"
873,MATH.PRIMARY.GPIA,"Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, adjusted gender parity index (GPIA)"
874,MATH.PRIMARY.HIGHSES,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, very affluent socioeconomic background, both sexes (%)"
875,MATH.PRIMARY.LANGTEST,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, spoke the language of the test at home, both sexes (%)"
876,MATH.PRIMARY.LOWSES,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, very poor socioeconomic background, both sexes (%)"
877,MATH.PRIMARY.LPIA,"Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, adjusted location parity index (LPIA)"
878,MATH.PRIMARY.LTPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, adjusted speaks language of the test parity index (LTPIA)"
879,MATH.PRIMARY.M,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, male (%)"
880,MATH.PRIMARY.NATIVE,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, non-immigrant background, both sexes (%)"
881,MATH.PRIMARY.NONLANGTEST,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, did not speak the language of the test at home, both sexes (%)"
882,MATH.PRIMARY.NONNATIVE,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, immigrant background, both sexes (%)"
883,MATH.PRIMARY.NPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, adjusted native parity index (NPIA)"
884,MATH.PRIMARY.RURAL,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, rural areas, both sexes (%)"
885,MATH.PRIMARY.URBAN,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, urban areas, both sexes (%)"
886,MATH.PRIMARY.WPIA,"Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, adjusted wealth parity index (WPIA)"
887,N.ATTACKS,"Number of attacks on students, personnel and institutions"
888,NARA.AGM1,"Adjusted net attendance rate, one year before the official primary entry age, both sexes (%)"
889,NARA.AGM1.F,"Adjusted net attendance rate, one year before the official primary entry age, female (%)"
890,NARA.AGM1.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, female, adjusted location parity index (LPIA)"
891,NARA.AGM1.F.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, female, adjusted wealth parity index (WPIA)"
892,NARA.AGM1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, adjusted gender parity index (GPIA)"
893,NARA.AGM1.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, adjusted location parity index (LPIA)"
894,NARA.AGM1.M,"Adjusted net attendance rate, one year before the official primary entry age, male (%)"
895,NARA.AGM1.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, male, adjusted location parity index (LPIA)"
896,NARA.AGM1.M.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, male, adjusted wealth parity index (WPIA)"
897,NARA.AGM1.Q1,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, both sexes (%)"
898,NARA.AGM1.Q1.F,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, female (%)"
899,NARA.AGM1.Q1.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, female, adjusted location parity index (LPIA)"
900,NARA.AGM1.Q1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, adjusted gender parity index (GPIA)"
901,NARA.AGM1.Q1.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, adjusted location parity index (LPIA)"
902,NARA.AGM1.Q1.M,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, male (%)"
903,NARA.AGM1.Q1.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, male, adjusted location parity index (LPIA)"
904,NARA.AGM1.Q2,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, both sexes (%)"
905,NARA.AGM1.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, female (%)"
906,NARA.AGM1.Q2.F.LPIA,"Adjusted attendance rate, one year before the official primary entry age, second quintile, female, adjusted location parity index (LPIA)"
907,NARA.AGM1.Q2.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, adjusted gender parity index (GPIA)"
908,NARA.AGM1.Q2.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, adjusted location parity index (LPIA)"
909,NARA.AGM1.Q2.M,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, male (%)"
910,NARA.AGM1.Q2.M.LPIA,"Adjusted attendance rate, one year before the official primary entry age, second quintile, male, adjusted location parity index (LPIA)"
911,NARA.AGM1.Q3,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, both sexes (%)"
912,NARA.AGM1.Q3.F,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, female (%)"
913,NARA.AGM1.Q3.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, female, adjusted location parity index (LPIA)"
914,NARA.AGM1.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, adjusted gender parity index (GPIA)"
915,NARA.AGM1.Q3.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, adjusted location parity index (LPIA)"
916,NARA.AGM1.Q3.M,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, male (%)"
917,NARA.AGM1.Q3.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, male, adjusted location parity index (LPIA)"
918,NARA.AGM1.Q4,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, both sexes (%)"
919,NARA.AGM1.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, female (%)"
920,NARA.AGM1.Q4.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, female, adjusted location parity index (LPIA)"
921,NARA.AGM1.Q4.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, adjusted gender parity index (GPIA)"
922,NARA.AGM1.Q4.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, adjusted location parity index (LPIA)"
923,NARA.AGM1.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, male (%)"
924,NARA.AGM1.Q4.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, male, adjusted location parity index (LPIA)"
925,NARA.AGM1.Q5,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, both sexes (%)"
926,NARA.AGM1.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, female (%)"
927,NARA.AGM1.Q5.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, female, adjusted location parity index (LPIA)"
928,NARA.AGM1.Q5.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted gender parity index (GPIA)"
929,NARA.AGM1.Q5.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted location parity index (LPIA)"
930,NARA.AGM1.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, male (%)"
931,NARA.AGM1.Q5.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, male, adjusted location parity index (LPIA)"
932,NARA.AGM1.RUR,"Adjusted net attendance rate, one year before the official primary entry age, rural, both sexes (%)"
933,NARA.AGM1.RUR.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, female (%)"
934,NARA.AGM1.RUR.F.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, female, adjusted wealth parity index (WPIA)"
935,NARA.AGM1.RUR.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, adjusted gender parity index (GPIA)"
936,NARA.AGM1.RUR.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, male  (%)"
937,NARA.AGM1.RUR.M.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, male, adjusted wealth parity index (WPIA)"
938,NARA.AGM1.RUR.Q1,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, both sexes (%)"
939,NARA.AGM1.RUR.Q1.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, female (%)"
940,NARA.AGM1.RUR.Q1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, adjusted gender parity index (GPIA)"
941,NARA.AGM1.RUR.Q1.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, male (%)"
942,NARA.AGM1.RUR.Q2,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, both sexes (%)"
943,NARA.AGM1.RUR.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, female (%)"
944,NARA.AGM1.RUR.Q2.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, adjusted gender parity index (GPIA)"
945,NARA.AGM1.RUR.Q2.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, male (%)"
946,NARA.AGM1.RUR.Q3,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, both sexes (%)"
947,NARA.AGM1.RUR.Q3.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, female (%)"
948,NARA.AGM1.RUR.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, adjusted gender parity index (GPIA)"
949,NARA.AGM1.RUR.Q3.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, male (%)"
950,NARA.AGM1.RUR.Q4,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, both sexes (%)"
951,NARA.AGM1.RUR.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, female (%)"
952,NARA.AGM1.RUR.Q4.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, adjusted gender parity index (GPIA)"
953,NARA.AGM1.RUR.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, male (%)"
954,NARA.AGM1.RUR.Q5,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, both sexes (%)"
955,NARA.AGM1.RUR.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, female (%)"
956,NARA.AGM1.RUR.Q5.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, adjusted gender parity index (GPIA)"
957,NARA.AGM1.RUR.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, male (%)"
958,NARA.AGM1.RUR.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, adjusted wealth parity index (WPIA)"
959,NARA.AGM1.URB,"Adjusted net attendance rate, one year before the official primary entry age, urban, both sexes (%)"
960,NARA.AGM1.URB.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, female (%)"
961,NARA.AGM1.URB.F.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, female, adjusted wealth parity index (WPIA)"
962,NARA.AGM1.URB.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted gender parity index (GPIA)"
963,NARA.AGM1.URB.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, male  (%)"
964,NARA.AGM1.URB.M.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, male, adjusted wealth parity index (WPIA)"
965,NARA.AGM1.URB.Q1,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, both sexes (%)"
966,NARA.AGM1.URB.Q1.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, female (%)"
967,NARA.AGM1.URB.Q1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, adjusted gender parity index (GPIA)"
968,NARA.AGM1.URB.Q1.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, male (%)"
969,NARA.AGM1.URB.Q2,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, both sexes (%)"
970,NARA.AGM1.URB.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, female (%)"
971,NARA.AGM1.URB.Q2.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, adjusted gender parity index (GPIA)"
972,NARA.AGM1.URB.Q2.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, male (%)"
973,NARA.AGM1.URB.Q3,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, both sexes (%)"
974,NARA.AGM1.URB.Q3.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, female (%)"
975,NARA.AGM1.URB.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, adjusted gender parity index (GPIA)"
976,NARA.AGM1.URB.Q3.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, male (%)"
977,NARA.AGM1.URB.Q4,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, both sexes (%)"
978,NARA.AGM1.URB.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, female (%)"
979,NARA.AGM1.URB.Q4.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, adjusted gender parity index (GPIA)"
980,NARA.AGM1.URB.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, male (%)"
981,NARA.AGM1.URB.Q5,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, both sexes (%)"
982,NARA.AGM1.URB.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, female (%)"
983,NARA.AGM1.URB.Q5.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, adjusted gender parity index (GPIA)"
984,NARA.AGM1.URB.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, male (%)"
985,NARA.AGM1.URB.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted wealth parity index (WPIA)"
986,NARA.AGM1.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, adjusted wealth parity index (WPIA)"
987,NERA.AGM1.CP,"Adjusted net enrolment rate, one year before the official primary entry age, both sexes (%)"
988,NERA.AGM1.F.CP,"Adjusted net enrolment rate, one year before the official primary entry age, female (%)"
989,NERA.AGM1.GPIA.CP,"Adjusted net enrolment rate, one year before the official primary entry age, adjusted gender parity index (GPIA)"
990,NERA.AGM1.M.CP,"Adjusted net enrolment rate, one year before the official primary entry age, male (%)"
991,OAEPG.1,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, both sexes (%)"
992,OAEPG.1.F,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)"
993,OAEPG.1.GPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, adjusted gender parity index (GPIA)"
994,OAEPG.1.M,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)"
995,OAEPG.2.GPV,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, both sexes (%)"
996,OAEPG.2.GPV.F,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)"
997,OAEPG.2.GPV.GPIA,"Proportion of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, adjusted gender parity index (GPIA)"
998,OAEPG.2.GPV.M,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)"
999,ODAFLOW.VOLUMESCHOLARSHIP,"Volume of official development assistance flows for scholarships by sector and type of study, constant US$ "
1000,ONTRACK.THREE.DOMAINS,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, both sexes (%)"
1001,ONTRACK.THREE.DOMAINS.F,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, female (%)"
1002,ONTRACK.THREE.DOMAINS.GPIA,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, adjusted gender parity index (GPIA)"
1003,ONTRACK.THREE.DOMAINS.M,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, male (%)"
1004,PER.BULLIED.1,"Percentage of students experiencing bullying in the last 12 months in primary education, both sexes (%)"
1005,PER.BULLIED.1.F,"Percentage of students experiencing bullying in the last 12 months in primary education, female (%)"
1006,PER.BULLIED.1.GPIA,"Percentage of students experiencing bullying in the last 12 months in primary education, adjusted gender parity index (GPIA)"
1007,PER.BULLIED.1.HIGHSES,"Percentage of students experiencing bullying in the last 12 months in primary education, high socio-economic status, both sexes (%)"
1008,PER.BULLIED.1.LOWSES,"Percentage of students experiencing bullying in the last 12 months in primary education, low socio-economic status, both sexes (%)"
1009,PER.BULLIED.1.M,"Percentage of students experiencing bullying in the last 12 months in primary education, male (%)"
1010,PER.BULLIED.1.WPIA,"Percentage of students experiencing bullying in the last 12 months in primary education, adjusted wealth parity index (WPIA)"
1011,PER.BULLIED.2,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, both sexes (%)"
1012,PER.BULLIED.2.F,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)"
1013,PER.BULLIED.2.GPIA,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, adjusted gender parity index (GPIA)"
1014,PER.BULLIED.2.HIGHSES,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, high socio-economic status, both sexes (%)"
1015,PER.BULLIED.2.LOWSES,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, low socio-economic status, both sexes (%)"
1016,PER.BULLIED.2.M,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)"
1017,PER.BULLIED.2.NATIVE,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, non-immigrant background, both sexes (%)"
1018,PER.BULLIED.2.NONNATIVE,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, immigrant background, both sexes (%)"
1019,PER.BULLIED.2.NPIA,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, adjusted native parity index (NPIA)"
1020,PER.BULLIED.2.WPIA,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, adjusted wealth parity index (WPIA)"
1021,PLILLITP,"Participants in literacy programmes as a % of the illiterate population, both sexes"
1022,PLILLITP.F,"Participants in literacy programmes as a % of the illiterate population, female"
1023,PLILLITP.M,"Participants in literacy programmes as a % of the illiterate population, male"
1024,POSTIMUENV,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, both sexes (%)"
1025,POSTIMUENV.F,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, female (%)"
1026,POSTIMUENV.GPIA,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, adjusted gender parity index (GPIA)"
1027,POSTIMUENV.LPIA,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, adjusted location parity index (LPIA)"
1028,POSTIMUENV.M,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, male (%)"
1029,POSTIMUENV.RUR,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, rural (%)"
1030,POSTIMUENV.URB,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, urban (%)"
1031,POSTIMUENV.WPIA,"Percentage of children under 5 years experiencing positive and stimulating home learning environments,  adjusted wealth parity index (WPIA)"
1032,POSTIMUENV.WQ1,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, poorest quintile (%)"
1033,POSTIMUENV.WQ5,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, richest quintile (%)"
1034,PREPFUTURE.1,"Proportion of children/young people at the age of primary education prepared for the future, both sexes (%)"
1035,PREPFUTURE.1.F,"Proportion of children/young people at the age of primary education prepared for the future, female (%)"
1036,PREPFUTURE.1.GPIA,"Proportion of children/young people at the age of primary education prepared for the future, adjusted gender parity index (GPIA)"
1037,PREPFUTURE.1.M,"Proportion of children/young people at the age of primary education prepared for the future, male (%)"
1038,PREPFUTURE.2,"Proportion of children/young people at the age of lower secondary education prepared for the future, both sexes (%)"
1039,PREPFUTURE.2.F,"Proportion of children/young people at the age of lower secondary education prepared for the future, female (%)"
1040,PREPFUTURE.2.GPIA,"Proportion of children/young people at the age of lower secondary education prepared for the future, adjusted gender parity index (GPIA)"
1041,PREPFUTURE.2.M,"Proportion of children/young people at the age of lower secondary education prepared for the future, male (%)"
1042,PRYA.12MO,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, both sexes (%)"
1043,PRYA.12MO.F,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, female (%)"
1044,PRYA.12MO.GPI,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, adjusted gender parity index (GPIA)"
1045,PRYA.12MO.M,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, male (%)"
1046,PTRHC.02.QUALIFIED,Pupil-qualified teacher ratio in pre-primary education (headcount basis)
1047,PTRHC.02.TRAINED,Pupil-trained teacher ratio in pre-primary education (headcount basis)
1048,PTRHC.1.QUALIFIED,Pupil-qualified teacher ratio in primary education (headcount basis)
1049,PTRHC.1.TRAINED,Pupil-trained teacher ratio in primary education (headcount basis)
1050,PTRHC.2.QUALIFIED,Pupil-qualified teacher ratio in lower secondary (headcount basis)
1051,PTRHC.2.TRAINED,Pupil-trained teacher ratio in lower secondary education (headcount basis)
1052,PTRHC.2T3.QUALIFIED,Pupil-qualified teacher ratio in secondary (headcount basis)
1053,PTRHC.2T3.TRAINED,Pupil-trained teacher ratio in secondary education (headcount basis)
1054,PTRHC.3.QUALIFIED,Pupil-qualified teacher ratio in upper secondary (headcount basis)
1055,PTRHC.3.TRAINED,Pupil-trained teacher ratio in upper secondary education (headcount basis)
1056,QUTP.02,"Percentage of qualified teachers in pre-primary education, both sexes (%)"
1057,QUTP.02.F,"Percentage of qualified teachers in pre-primary education, female (%)"
1058,QUTP.02.GPIA,"Proportion of qualified teachers in pre-primary education, adjusted gender parity index (GPIA)"
1059,QUTP.02.M,"Percentage of qualified teachers in pre-primary education, male (%)"
1060,QUTP.1,"Percentage of qualified teachers in primary education, both sexes (%)"
1061,QUTP.1.F,"Percentage of qualified teachers in primary education, female (%)"
1062,QUTP.1.GPIA,"Proportion of qualified teachers in primary education, adjusted gender parity index (GPIA)"
1063,QUTP.1.M,"Percentage of qualified teachers in primary education, male (%)"
1064,QUTP.2,"Percentage of qualified teachers in lower secondary education, both sexes (%)"
1065,QUTP.2.F,"Percentage of qualified teachers in lower secondary education, female (%)"
1066,QUTP.2.GPIA,"Proportion of qualified teachers in lower secondary education, adjusted gender parity index (GPIA)"
1067,QUTP.2.M,"Percentage of qualified teachers in lower secondary education, male (%)"
1068,QUTP.2T3,"Percentage of qualified teachers in secondary education, both sexes (%)"
1069,QUTP.2T3.F,"Percentage of qualified teachers in secondary education, female (%)"
1070,QUTP.2T3.GPIA,"Proportion of qualified teachers in secondary education, adjusted gender parity index (GPIA)"
1071,QUTP.2T3.M,"Percentage of qualified teachers in secondary education, male (%)"
1072,QUTP.3,"Percentage of qualified teachers in upper secondary education, both sexes (%)"
1073,QUTP.3.F,"Percentage of qualified teachers in upper secondary education, female (%)"
1074,QUTP.3.GPIA,"Proportion of qualified teachers in upper secondary education, adjusted gender parity index (GPIA)"
1075,QUTP.3.M,"Percentage of qualified teachers in upper secondary education, male (%)"
1076,READ.G2T3,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, both sexes (%)"
1077,READ.G2T3.F,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, female (%)"
1078,READ.G2T3.GPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, adjusted gender parity index (GPIA)"
1079,READ.G2T3.HIGHSES,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, very affluent socioeconomic background, both sexes (%)"
1080,READ.G2T3.LANGTEST,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, spoke the language of the test at home, both sexes (%)"
1081,READ.G2T3.LOWSES,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, very poor socioeconomic background, both sexes (%)"
1082,READ.G2T3.LPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, adjusted location parity index (LPIA)"
1083,READ.G2T3.LTPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, adjusted speaks language of the test parity index (LTPIA)"
1084,READ.G2T3.M,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, male (%)"
1085,READ.G2T3.NATIVE,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, non-immigrant background, both sexes (%)"
1086,READ.G2T3.NONLANGTEST,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, did not speak the language of the test at home, both sexes (%)"
1087,READ.G2T3.NONNATIVE,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, immigrant background, both sexes (%)"
1088,READ.G2T3.NPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, adjusted native parity index (NPIA)"
1089,READ.G2T3.RURAL,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, rural areas, both sexes (%)"
1090,READ.G2T3.URBAN,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, urban areas, both sexes (%)"
1091,READ.G2T3.WPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, adjusted wealth parity index (WPIA)"
1092,READ.LOWERSEC,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)"
1093,READ.LOWERSEC.F,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, female (%)"
1094,READ.LOWERSEC.GPIA,"Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in reading, adjusted gender parity index (GPIA)"
1095,READ.LOWERSEC.HIGHSES,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, very affluent socioeconomic background, both sexes (%)"
1096,READ.LOWERSEC.LANGTEST,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, spoke the language of the test at home, both sexes (%)"
1097,READ.LOWERSEC.LOWSES,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, very poor socioeconomic background, both sexes (%)"
1098,READ.LOWERSEC.LPIA,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, adjusted location parity index (LPIA)"
1099,READ.LOWERSEC.LTPIA,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, adjusted speaks language of the test parity index (LTPIA)"
1100,READ.LOWERSEC.M,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, male (%)"
1101,READ.LOWERSEC.NATIVE,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, non-immigrant background, both sexes (%)"
1102,READ.LOWERSEC.NONLANGTEST,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, did not speak the language of the test at home, both sexes (%)"
