,INDICATOR_ID,INDICATOR_LABEL_EN
1208,ROFST.H.1.RUR.F.WPIA,"Out-of-school rate for children of primary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
1209,ROFST.H.1.RUR.GPIA,"Out-of-school rate for children of primary school age, rural, adjusted gender parity index (household survey data) (GPIA)"
1210,ROFST.H.1.RUR.M,"Out-of-school rate for children of primary school age, rural, male (household survey data) (%)"
1211,ROFST.H.1.RUR.M.WPIA,"Out-of-school rate for children of primary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
1212,ROFST.H.1.RUR.Q1,"Out-of-school rate for children of primary school age, rural, poorest quintile, both sexes (household survey data) (%)"
1213,ROFST.H.1.RUR.Q1.F,"Out-of-school rate for children of primary school age, rural, poorest quintile, female (household survey data) (%)"
1214,ROFST.H.1.RUR.Q1.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
1215,ROFST.H.1.RUR.Q1.M,"Out-of-school rate for children of primary school age, rural, poorest quintile, male (household survey data) (%)"
1216,ROFST.H.1.RUR.Q2,"Out-of-school rate for children of primary school age, rural, second quintile, both sexes (household survey data) (%)"
1217,ROFST.H.1.RUR.Q2.F,"Out-of-school rate for children of primary school age, rural, second quintile, female (household survey data) (%)"
1218,ROFST.H.1.RUR.Q2.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)"
1219,ROFST.H.1.RUR.Q2.M,"Out-of-school rate for children of primary school age, rural, second quintile, male (household survey data) (%)"
1220,ROFST.H.1.RUR.Q3,"Out-of-school rate for children of primary school age, rural, middle quintile, both sexes (household survey data) (%)"
1221,ROFST.H.1.RUR.Q3.F,"Out-of-school rate for children of primary school age, rural, middle quintile, female (household survey data) (%)"
1222,ROFST.H.1.RUR.Q3.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
1223,ROFST.H.1.RUR.Q3.M,"Out-of-school rate for children of primary school age, rural, middle quintile, male (household survey data) (%)"
1224,ROFST.H.1.RUR.Q4,"Out-of-school rate for children of primary school age, rural, fourth quintile, both sexes (household survey data) (%)"
1225,ROFST.H.1.RUR.Q4.F,"Out-of-school rate for children of primary school age, rural, fourth quintile, female (household survey data) (%)"
1226,ROFST.H.1.RUR.Q4.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
1227,ROFST.H.1.RUR.Q4.M,"Out-of-school rate for children of primary school age, rural, fourth quintile, male (household survey data) (%)"
1228,ROFST.H.1.RUR.Q5,"Out-of-school rate for children of primary school age, rural, richest quintile, both sexes (household survey data) (%)"
1229,ROFST.H.1.RUR.Q5.F,"Out-of-school rate for children of primary school age, rural, richest quintile, female (household survey data) (%)"
1230,ROFST.H.1.RUR.Q5.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
1231,ROFST.H.1.RUR.Q5.M,"Out-of-school rate for children of primary school age, rural, richest quintile, male (household survey data) (%)"
1232,ROFST.H.1.RUR.WPIA,"Out-of-school rate for children of primary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
1233,ROFST.H.1.URB,"Out-of-school rate for children of primary school age, urban, both sexes (household survey data) (%)"
1234,ROFST.H.1.URB.F,"Out-of-school rate for children of primary school age, urban, female (household survey data) (%)"
1235,ROFST.H.1.URB.F.WPIA,"Out-of-school rate for children of primary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
1236,ROFST.H.1.URB.GPIA,"Out-of-school rate for children of primary school age, urban, adjusted gender parity index (household survey data) (GPIA)"
1237,ROFST.H.1.URB.M,"Out-of-school rate for children of primary school age, urban, male (household survey data) (%)"
1238,ROFST.H.1.URB.M.WPIA,"Out-of-school rate for children of primary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
1239,ROFST.H.1.URB.Q1,"Out-of-school rate for children of primary school age, urban, poorest quintile, both sexes (household survey data) (%)"
1240,ROFST.H.1.URB.Q1.F,"Out-of-school rate for children of primary school age, urban, poorest quintile, female (household survey data) (%)"
1241,ROFST.H.1.URB.Q1.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
1242,ROFST.H.1.URB.Q1.M,"Out-of-school rate for children of primary school age, urban, poorest quintile, male (household survey data) (%)"
1243,ROFST.H.1.URB.Q2,"Out-of-school rate for children of primary school age, urban, second quintile, both sexes (household survey data) (%)"
1244,ROFST.H.1.URB.Q2.F,"Out-of-school rate for children of primary school age, urban, second quintile, female (household survey data) (%)"
1245,ROFST.H.1.URB.Q2.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)"
1246,ROFST.H.1.URB.Q2.M,"Out-of-school rate for children of primary school age, urban, second quintile, male (household survey data) (%)"
1247,ROFST.H.1.URB.Q3,"Out-of-school rate for children of primary school age, urban, middle quintile, both sexes (household survey data) (%)"
1248,ROFST.H.1.URB.Q3.F,"Out-of-school rate for children of primary school age, urban, middle quintile, female (household survey data) (%)"
1249,ROFST.H.1.URB.Q3.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
1250,ROFST.H.1.URB.Q3.M,"Out-of-school rate for children of primary school age, urban, middle quintile, male (household survey data) (%)"
1251,ROFST.H.1.URB.Q4,"Out-of-school rate for children of primary school age, urban, fourth quintile, both sexes (household survey data) (%)"
1252,ROFST.H.1.URB.Q4.F,"Out-of-school rate for children of primary school age, urban, fourth quintile, female (household survey data) (%)"
1253,ROFST.H.1.URB.Q4.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
1254,ROFST.H.1.URB.Q4.M,"Out-of-school rate for children of primary school age, urban, fourth quintile, male (household survey data) (%)"
1255,ROFST.H.1.URB.Q5,"Out-of-school rate for children of primary school age, urban, richest quintile, both sexes (household survey data) (%)"
1256,ROFST.H.1.URB.Q5.F,"Out-of-school rate for children of primary school age, urban, richest quintile, female (household survey data) (%)"
1257,ROFST.H.1.URB.Q5.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
1258,ROFST.H.1.URB.Q5.M,"Out-of-school rate for children of primary school age, urban, richest quintile, male (household survey data) (%)"
1259,ROFST.H.1.URB.WPIA,"Out-of-school rate for children of primary school age, urban, adjusted wealth parity index (household survey data) (WPIA)"
1260,ROFST.H.1.WPIA,"Out-of-school rate for children of primary school age, adjusted wealth parity index (household survey data) (WPIA)"
1261,ROFST.H.2,"Out-of-school rate for adolescents of lower secondary school age, both sexes (household survey data) (%)"
1262,ROFST.H.2.ABL,"Out-of-school rate, lower secondary education, not disabled, both sexes (household survey data) (%)"
1263,ROFST.H.2.ABL.F,"Out-of-school rate, lower secondary education, not disabled, female (household survey data) (%)"
1264,ROFST.H.2.ABL.GPIA,"Out-of-school rate, lower secondary education, not disabled, adjusted gender parity index (GPIA)"
1265,ROFST.H.2.ABL.M,"Out-of-school rate, lower secondary education, not disabled, male (household survey data) (%)"
1266,ROFST.H.2.DIS,"Out-of-school rate, lower secondary education, disabled, both sexes (household survey data) (%)"
1267,ROFST.H.2.DIS.F,"Out-of-school rate, lower secondary education, disabled, female (household survey data) (%)"
1268,ROFST.H.2.DIS.GPIA,"Out-of-school rate, lower secondary education, disabled, adjusted gender parity index (GPIA)"
1269,ROFST.H.2.DIS.M,"Out-of-school rate, lower secondary education, disabled, male (household survey data) (%)"
1270,ROFST.H.2.DPIA,"Out-of-school rate, lower secondary education, adjusted disability parity index (DPIA)"
1271,ROFST.H.2.F,"Out-of-school rate for adolescents of lower secondary school age, female (household survey data) (%)"
1272,ROFST.H.2.F.DPIA,"Out-of-school rate, lower secondary education, female, adjusted disability parity index (DPIA)"
1273,ROFST.H.2.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, female, adjusted location parity index (household survey data) (LPIA)"
1274,ROFST.H.2.F.WPIA,"Out-of-school rate for adolescents of lower secondary school age, female, adjusted wealth parity index (household survey data) (WPIA)"
1275,ROFST.H.2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, adjusted gender parity index (household survey data) (GPIA)"
1276,ROFST.H.2.LPIA,"Out-of-school rate for adolescents of lower secondary school age, adjusted location parity index (household survey data) (LPIA)"
1277,ROFST.H.2.M,"Out-of-school rate for adolescents of lower secondary school age, male (household survey data) (%)"
1278,ROFST.H.2.M.DPIA,"Out-of-school rate, lower secondary education, male, adjusted disability parity index (DPIA)"
1279,ROFST.H.2.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, male, adjusted location parity index (household survey data) (LPIA)"
1280,ROFST.H.2.M.WPIA,"Out-of-school rate for adolescents of lower secondary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
1281,ROFST.H.2.Q1,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, both sexes (household survey data) (%)"
1282,ROFST.H.2.Q1.F,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, female (household survey data) (%)"
1283,ROFST.H.2.Q1.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
1284,ROFST.H.2.Q1.GPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
1285,ROFST.H.2.Q1.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
1286,ROFST.H.2.Q1.M,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, male (household survey data) (%)"
1287,ROFST.H.2.Q1.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
1288,ROFST.H.2.Q2,"Out-of-school rate for adolescents of lower secondary school age, second quintile, both sexes (household survey data) (%)"
1289,ROFST.H.2.Q2.F,"Out-of-school rate for adolescents of lower secondary school age, second quintile, female (household survey data) (%)"
1290,ROFST.H.2.Q2.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
1291,ROFST.H.2.Q2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
1292,ROFST.H.2.Q2.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
1293,ROFST.H.2.Q2.M,"Out-of-school rate for adolescents of lower secondary school age, second quintile, male (household survey data) (%)"
1294,ROFST.H.2.Q2.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
1295,ROFST.H.2.Q3,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, both sexes (household survey data) (%)"
1296,ROFST.H.2.Q3.F,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, female (household survey data) (%)"
1297,ROFST.H.2.Q3.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)"
1298,ROFST.H.2.Q3.GPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
1299,ROFST.H.2.Q3.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)"
1300,ROFST.H.2.Q3.M,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, male (household survey data) (%)"
1301,ROFST.H.2.Q3.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
1302,ROFST.H.2.Q4,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, both sexes (household survey data) (%)"
1303,ROFST.H.2.Q4.F,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, female (household survey data) (%)"
1304,ROFST.H.2.Q4.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)"
1305,ROFST.H.2.Q4.GPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
1306,ROFST.H.2.Q4.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)"
1307,ROFST.H.2.Q4.M,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, male (household survey data) (%)"
1308,ROFST.H.2.Q4.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)"
1309,ROFST.H.2.Q5,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, both sexes (household survey data) (%)"
1310,ROFST.H.2.Q5.F,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, female (household survey data) (%)"
1311,ROFST.H.2.Q5.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
1312,ROFST.H.2.Q5.GPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
1313,ROFST.H.2.Q5.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)"
1314,ROFST.H.2.Q5.M,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, male (household survey data) (%)"
1315,ROFST.H.2.Q5.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
1316,ROFST.H.2.RUR,"Out-of-school rate for adolescents of lower secondary school age, rural, both sexes (household survey data) (%)"
1317,ROFST.H.2.RUR.F,"Out-of-school rate for adolescents of lower secondary school age, rural, female (household survey data) (%)"
1318,ROFST.H.2.RUR.F.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
1319,ROFST.H.2.RUR.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, adjusted gender parity index (household survey data) (GPIA)"
1320,ROFST.H.2.RUR.M,"Out-of-school rate for adolescents of lower secondary school age, rural, male (household survey data) (%)"
1321,ROFST.H.2.RUR.M.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
1322,ROFST.H.2.RUR.Q1,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, both sexes (household survey data) (%)"
1323,ROFST.H.2.RUR.Q1.F,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, female (household survey data) (%)"
1324,ROFST.H.2.RUR.Q1.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
1325,ROFST.H.2.RUR.Q1.M,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, male (household survey data) (%)"
1326,ROFST.H.2.RUR.Q2,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, both sexes (household survey data) (%)"
1327,ROFST.H.2.RUR.Q2.F,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, female (household survey data) (%)"
1328,ROFST.H.2.RUR.Q2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)"
1329,ROFST.H.2.RUR.Q2.M,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, male (household survey data) (%)"
1330,ROFST.H.2.RUR.Q3,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, both sexes (household survey data) (%)"
1331,ROFST.H.2.RUR.Q3.F,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, female (household survey data) (%)"
1332,ROFST.H.2.RUR.Q3.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
1333,ROFST.H.2.RUR.Q3.M,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, male (household survey data) (%)"
1334,ROFST.H.2.RUR.Q4,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, both sexes (household survey data) (%)"
1335,ROFST.H.2.RUR.Q4.F,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, female (household survey data) (%)"
1336,ROFST.H.2.RUR.Q4.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
1337,ROFST.H.2.RUR.Q4.M,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, male (household survey data) (%)"
1338,ROFST.H.2.RUR.Q5,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, both sexes (household survey data) (%)"
1339,ROFST.H.2.RUR.Q5.F,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, female (household survey data) (%)"
1340,ROFST.H.2.RUR.Q5.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
1341,ROFST.H.2.RUR.Q5.M,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, male (household survey data) (%)"
1342,ROFST.H.2.RUR.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
1343,ROFST.H.2.URB,"Out-of-school rate for adolescents of lower secondary school age, urban, both sexes (household survey data) (%)"
1344,ROFST.H.2.URB.F,"Out-of-school rate for adolescents of lower secondary school age, urban, female (household survey data) (%)"
1345,ROFST.H.2.URB.F.WPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
1346,ROFST.H.2.URB.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, adjusted gender parity index (household survey data) (GPIA)"
1347,ROFST.H.2.URB.M,"Out-of-school rate for adolescents of lower secondary school age, urban, male (household survey data) (%)"
1348,ROFST.H.2.URB.M.WPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
1349,ROFST.H.2.URB.Q1,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, both sexes (household survey data) (%)"
1350,ROFST.H.2.URB.Q1.F,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, female (household survey data) (%)"
1351,ROFST.H.2.URB.Q1.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
1352,ROFST.H.2.URB.Q1.M,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, male (household survey data) (%)"
1353,ROFST.H.2.URB.Q2,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, both sexes (household survey data) (%)"
1354,ROFST.H.2.URB.Q2.F,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, female (household survey data) (%)"
1355,ROFST.H.2.URB.Q2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)"
1356,ROFST.H.2.URB.Q2.M,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, male (household survey data) (%)"
1357,ROFST.H.2.URB.Q3,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, both sexes (household survey data) (%)"
1358,ROFST.H.2.URB.Q3.F,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, female (household survey data) (%)"
1359,ROFST.H.2.URB.Q3.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
1360,ROFST.H.2.URB.Q3.M,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, male (household survey data) (%)"
1361,ROFST.H.2.URB.Q4,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, both sexes (household survey data) (%)"
1362,ROFST.H.2.URB.Q4.F,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, female (household survey data) (%)"
1363,ROFST.H.2.URB.Q4.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
1364,ROFST.H.2.URB.Q4.M,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, male (household survey data) (%)"
1365,ROFST.H.2.URB.Q5,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, both sexes (household survey data) (%)"
1366,ROFST.H.2.URB.Q5.F,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, female (household survey data) (%)"
1367,ROFST.H.2.URB.Q5.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
1368,ROFST.H.2.URB.Q5.M,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, male (household survey data) (%)"
1369,ROFST.H.2.URB.WPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, adjusted wealth parity index (household survey data) (WPIA)"
1370,ROFST.H.2.WPIA,"Out-of-school rate for adolescents of lower secondary school age, adjusted wealth parity index (household survey data) (WPIA)"
1371,ROFST.H.3,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)"
1372,ROFST.H.3.ABL,"Out-of-school rate, upper secondary education, not disabled, both sexes (household survey data) (%)"
1373,ROFST.H.3.ABL.F,"Out-of-school rate, upper secondary education, not disabled, female (household survey data) (%)"
1374,ROFST.H.3.ABL.GPIA,"Out-of-school rate, upper secondary education, not disabled, adjusted gender parity index (GPIA)"
1375,ROFST.H.3.ABL.M,"Out-of-school rate, upper secondary education, not disabled, male (household survey data) (%)"
1376,ROFST.H.3.DIS,"Out-of-school rate, upper secondary education, disabled, both sexes (household survey data) (%)"
1377,ROFST.H.3.DIS.F,"Out-of-school rate, upper secondary education, disabled, female (household survey data) (%)"
1378,ROFST.H.3.DIS.GPIA,"Out-of-school rate, upper secondary education, disabled, adjusted gender parity index (GPIA)"
1379,ROFST.H.3.DIS.M,"Out-of-school rate, upper secondary education, disabled, male (household survey data) (%)"
1380,ROFST.H.3.DPIA,"Out-of-school rate, upper secondary education, adjusted disability parity index (DPIA)"
1381,ROFST.H.3.F,"Out-of-school rate for youth of upper secondary school age, female (household survey data) (%)"
1382,ROFST.H.3.F.DPIA,"Out-of-school rate, upper secondary education, female, adjusted disability parity index (DPIA)"
1383,ROFST.H.3.F.LPIA,"Out-of-school rate for youth of upper secondary school age, female, adjusted location parity index (household survey data) (LPIA)"
1384,ROFST.H.3.F.WPIA,"Out-of-school rate for youth of upper secondary school age, female, adjusted wealth parity index (household survey data) (WPIA)"
1385,ROFST.H.3.GPIA,"Out-of-school rate for youth of upper secondary school age, adjusted gender parity index (household survey data) (GPIA)"
1386,ROFST.H.3.LPIA,"Out-of-school rate for youth of upper secondary school age, adjusted location parity index (household survey data) (LPIA)"
1387,ROFST.H.3.M,"Out-of-school rate for youth of upper secondary school age, male (household survey data) (%)"
1388,ROFST.H.3.M.DPIA,"Out-of-school rate, upper secondary education, male, adjusted disability parity index (DPIA)"
1389,ROFST.H.3.M.LPIA,"Out-of-school rate for youth of upper secondary school age, male, adjusted location parity index (household survey data) (LPIA)"
1390,ROFST.H.3.M.WPIA,"Out-of-school rate for youth of upper secondary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
1391,ROFST.H.3.Q1,"Out-of-school rate for youth of upper secondary school age, poorest quintile, both sexes (household survey data) (%)"
1392,ROFST.H.3.Q1.F,"Out-of-school rate for youth of upper secondary school age, poorest quintile, female (household survey data) (%)"
1393,ROFST.H.3.Q1.F.LPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
1394,ROFST.H.3.Q1.GPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
1395,ROFST.H.3.Q1.LPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
1396,ROFST.H.3.Q1.M,"Out-of-school rate for youth of upper secondary school age, poorest quintile, male (household survey data) (%)"
1397,ROFST.H.3.Q1.M.LPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
1398,ROFST.H.3.Q2,"Out-of-school rate for youth of upper secondary school age, second quintile, both sexes (household survey data) (%)"
1399,ROFST.H.3.Q2.F,"Out-of-school rate for youth of upper secondary school age, second quintile, female (household survey data) (%)"
1400,ROFST.H.3.Q2.F.LPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
1401,ROFST.H.3.Q2.GPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
1402,ROFST.H.3.Q2.LPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
1403,ROFST.H.3.Q2.M,"Out-of-school rate for youth of upper secondary school age, second quintile, male (household survey data) (%)"
1404,ROFST.H.3.Q2.M.LPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
1405,ROFST.H.3.Q3,"Out-of-school rate for youth of upper secondary school age, middle quintile, both sexes (household survey data) (%)"
1406,ROFST.H.3.Q3.F,"Out-of-school rate for youth of upper secondary school age, middle quintile, female (household survey data) (%)"
1407,ROFST.H.3.Q3.F.LPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)"
1408,ROFST.H.3.Q3.GPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
1409,ROFST.H.3.Q3.LPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)"
1410,ROFST.H.3.Q3.M,"Out-of-school rate for youth of upper secondary school age, middle quintile, male (household survey data) (%)"
1411,ROFST.H.3.Q3.M.LPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
1412,ROFST.H.3.Q4,"Out-of-school rate for youth of upper secondary school age, fourth quintile, both sexes (household survey data) (%)"
1413,ROFST.H.3.Q4.F,"Out-of-school rate for youth of upper secondary school age, fourth quintile, female (household survey data) (%)"
1414,ROFST.H.3.Q4.F.LPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)"
1415,ROFST.H.3.Q4.GPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
1416,ROFST.H.3.Q4.LPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)"
1417,ROFST.H.3.Q4.M,"Out-of-school rate for youth of upper secondary school age, fourth quintile, male (household survey data) (%)"
1418,ROFST.H.3.Q4.M.LPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)"
1419,ROFST.H.3.Q5,"Out-of-school rate for youth of upper secondary school age, richest quintile, both sexes (household survey data) (%)"
1420,ROFST.H.3.Q5.F,"Out-of-school rate for youth of upper secondary school age, richest quintile, female (household survey data) (%)"
1421,ROFST.H.3.Q5.F.LPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
1422,ROFST.H.3.Q5.GPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
1423,ROFST.H.3.Q5.LPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)"
